20562|51331|0|0 
39410|57695|0|2 
9002|9092|0|0 
6939|7672|0|0 
47787|39208|0|0 
6461|16823|2|0 
174|26058|2|0 
47480|39120|0|2 
24594|3214|0|1 
37662|25542|0|0 
2044|1798|0|0 
49697|39835|0|0 
35598|3267|1|0 
23953|58057|0|0 
59890|25447|0|0 
8426|24724|0|2 
33891|16082|0|0 
63927|39923|0|0 
49158|16552|0|0 
59605|52580|0|0 
23947|23953|0|0 
680|13132|0|0 
50533|21412|0|2 
8708|49907|2|0 
24088|7195|0|1 
50673|8368|0|0 
7018|54221|2|0 
25184|44889|2|0 
27008|24482|0|0 
30103|13237|0|0 
41811|62713|0|0 
50058|36351|0|0 
58717|36351|0|0 
16276|20612|0|0 
34927|61154|0|0 
20756|35598|0|1 
33353|37100|0|0 
49028|64484|1|0 
22652|54825|0|0 
39180|8426|0|2 
56427|28725|0|0 
24482|48287|0|0 
20857|42541|0|0 
40994|39679|0|0 
559|15925|0|0 
28186|8674|0|1 
58511|50060|0|1 
60501|45102|0|0 
701|54914|2|0 
12741|48189|2|2 
53828|10835|0|0 
8893|1299|1|0 
6461|62811|2|2 
60476|20811|0|0 
9824|9614|0|0 
60068|24961|0|0 
53667|61320|0|0 
9049|43097|2|0 
39120|34612|0|0 
6939|25415|0|0 
38638|17676|0|0 
26451|26077|0|0 
1136|57744|2|0 
3257|58082|2|0 
42947|8283|0|2 
1267|13122|0|1 
2593|49289|0|0 
21221|31019|0|0 
39208|12859|0|2 
56155|63731|0|1 
22616|51185|0|1 
62642|6939|0|0 
19151|5394|0|1 
43013|4455|0|0 
39560|24961|0|0 
25930|33287|2|0 
35482|30781|0|1 
16376|48362|0|0 
61323|6667|0|1 
63380|36443|0|0 
2018|20965|2|1 
15412|13285|0|0 
23673|6421|0|2 
58057|30844|0|0 
29140|12859|0|2 
20485|59890|0|0 
14593|13030|0|0 
39608|41911|0|1 
13002|41095|0|2 
37721|33843|0|2 
48919|25596|0|0 
6855|50695|0|0 
50598|34019|0|2 
62336|34549|0|2 
8447|5466|0|1 
47147|14537|0|1 
1267|41313|0|0 
14537|8551|0|0 
6083|32653|0|0 
8820|48200|0|0 
9318|9638|2|0 
4455|29405|0|1 
28606|35280|0|2 
6939|41634|0|0 
8359|10122|0|2 
34187|9002|0|0 
3737|27621|0|0 
24916|5713|0|0 
31472|5413|2|0 
39912|29075|0|0 
60171|6762|1|1 
55376|24482|0|0 
286|51960|2|2 
49605|18106|0|1 
25509|59890|0|0 
1103|57146|0|0 
1828|20495|0|0 
3549|27648|2|0 
7018|64255|2|1 
6453|63927|0|0 
174|36107|2|0 
39702|39122|0|0 
8615|59412|0|0 
28145|42473|0|1 
62167|8530|0|0 
13237|8879|0|2 
60167|3216|0|0 
2852|49544|0|1 
12552|29668|0|1 
9153|2119|0|0 
46887|18670|1|0 
50606|39760|1|0 
32867|4181|0|2 
7155|13786|0|2 
48919|44017|0|1 
5392|34655|0|0 
23648|9381|0|0 
9121|60847|2|0 
12779|50083|0|0 
1828|22724|0|0 
39378|34019|0|1 
61481|52361|1|2 
60171|48504|0|0 
18106|49033|0|0 
1239|22363|0|1 
50604|41494|1|0 
18013|34806|2|0 
29504|20723|0|0 
60377|6939|0|0 
21412|1828|0|2 
7311|1798|0|0 
53070|13786|0|1 
1239|17961|2|0 
39122|39405|0|2 
37721|61805|0|0 
58061|24482|0|0 
47957|59947|0|2 
33891|30740|0|2 
58220|16019|1|0 
28876|58511|0|2 
45158|64073|0|0 
20080|7195|0|1 
45349|49544|0|1 
3573|22927|2|0 
61805|28198|0|1 
9145|3170|0|0 
15190|174|1|0 
852|40202|0|0 
23953|37497|0|0 
47787|60917|0|0 
16143|41327|0|0 
27064|5180|2|0 
174|42290|2|0 
35598|34123|0|0 
16552|10217|0|0 
13431|3257|1|0 
40834|7015|1|0 
16652|36351|0|0 
59892|8708|1|0 
8757|8455|0|2 
10099|8888|0|0 
39808|1299|1|2 
1828|25717|0|0 
29050|1267|0|1 
18888|7575|0|2 
62856|4826|0|0 
28725|680|0|0 
7195|7303|0|0 
37497|62240|0|0 
42652|24961|0|0 
39832|34549|0|0 
53089|53070|0|0 
4181|13575|0|1 
35320|41047|0|0 
23225|20115|0|0 
6774|8551|0|0 
35710|29467|0|0 
50673|8426|0|0 
51185|60868|0|2 
12969|15703|0|0 
553|2854|0|0 
16397|14043|0|0 
8758|1239|0|0 
35539|35598|0|0 
31472|12779|0|0 
25853|54665|2|1 
63927|47869|0|2 
41666|34872|0|1 
61929|16735|1|0 
59605|12759|0|0 
36351|63270|0|0 
13285|25885|0|2 
5390|39351|0|0 
11708|36351|0|0 
29917|27405|2|2 
14166|11342|1|1 
10217|12859|0|1 
23028|37468|0|0 
24585|559|0|2 
12693|35280|0|2 
63199|20485|1|0 
60702|2854|0|0 
1921|22548|2|0 
42541|8763|0|0 
2914|29632|2|0 
38880|13414|0|0 
47329|61955|0|0 
48919|60202|0|0 
6648|4766|1|0 
30844|31025|0|0 
8674|63956|0|0 
2687|4775|0|0 
29222|35393|0|2 
44640|1031|0|2 
20764|62378|0|0 
9354|34927|0|2 
7595|4826|1|0 
57174|20932|0|1 
63927|22697|0|0 
17430|17638|0|0 
33353|15605|0|0 
50928|50433|0|0 
58158|6939|0|1 
39351|62044|0|2 
52183|48362|0|2 
1828|29974|0|0 
61254|37497|0|2 
14427|6461|1|0 
45996|9318|0|0 
51603|15830|0|0 
8298|34606|0|0 
58291|559|0|0 
8723|35600|0|0 
16314|13030|0|0 
8262|20495|0|1 
49367|51708|0|0 
19009|7195|0|0 
58952|48024|0|2 
10429|61789|2|2 
53070|61823|0|0 
2116|21297|1|1 
39351|29668|0|0 
16509|25885|0|2 
6461|21504|2|2 
35280|13825|0|0 
61955|42374|0|1 
7018|21822|2|2 
6866|58511|0|0 
35353|29075|0|2 
48919|6768|0|0 
48152|4455|0|0 
35236|50825|2|0 
55256|29467|0|2 
47027|49544|0|0 
8757|48858|0|1 
29748|174|1|0 
44902|6774|0|2 
174|14745|2|0 
1299|60350|2|0 
24482|16128|0|0 
28007|11280|1|1 
49101|13194|0|0 
47605|8220|0|0 
6830|57866|2|0 
58952|8365|0|1 
59414|8758|0|1 
61704|61568|0|2 
4826|9536|0|2 
559|64049|0|0 
31742|8301|2|0 
60051|8758|0|0 
63920|45230|0|0 
803|174|1|1 
4657|19551|0|0 
37153|37100|2|2 
40627|58952|0|0 
4761|23954|0|1 
41327|5505|0|0 
63920|38561|0|0 
31115|286|0|1 
10122|48919|0|0 
6762|5606|2|0 
8896|24492|0|0 
62215|57795|0|2 
852|50245|0|0 
12301|20562|0|0 
13760|701|1|0 
37051|37678|0|0 
2134|12969|0|0 
46887|30367|0|0 
60268|1680|0|0 
51873|62512|2|0 
34087|1828|0|1 
8804|42541|0|2 
45352|59778|0|1 
42567|58511|0|0 
18059|28716|1|0 
11686|13786|0|1 
40994|8646|0|0 
35598|42044|0|0 
12741|8752|0|0 
47147|39647|0|1 
15557|58453|0|0 
6939|61287|0|0 
559|29056|0|0 
62166|57111|0|1 
15830|41554|0|0 
6461|3911|2|0 
51557|34984|1|0 
25160|12676|0|0 
39560|48646|0|2 
6233|25415|0|0 
12969|40934|0|0 
11686|23470|0|2 
53070|28299|0|1 
51407|41047|0|1 
41435|57001|0|0 
51468|4657|0|0 
45352|7642|0|0 
41313|49605|0|2 
701|36764|0|0 
17450|3130|0|0 
15830|28855|0|0 
52977|37721|0|0 
7617|17639|0|0 
53459|15830|0|0 
35426|62044|0|1 
35280|15594|0|1 
35360|35224|1|0 
12389|8641|2|0 
63199|3257|1|0 
47155|15830|0|0 
23673|23875|0|0 
50083|4657|0|2 
7195|38516|0|0 
41692|293|0|0 
1239|39029|2|0 
6939|57169|0|0 
24695|8751|0|2 
25255|39120|0|0 
4608|24479|0|1 
44061|39120|0|2 
703|11228|1|0 
47147|31027|0|0 
27008|58511|0|0 
27373|16713|0|1 
48314|59605|0|0 
9044|8301|0|2 
45820|56093|0|0 
57642|49434|0|1 
37721|49375|0|0 
6663|25220|0|0 
60503|28146|0|2 
18385|8220|1|0 
8309|1836|0|0 
6939|43317|0|0 
1828|25593|0|0 
60350|39351|0|0 
51055|58511|0|0 
36236|45352|0|0 
25786|701|1|0 
12874|42764|0|0 
59877|34927|0|2 
6939|51430|0|2 
21245|61955|0|0 
13287|60501|0|0 
45543|38195|0|0 
7575|6509|0|0 
25091|47638|0|2 
10690|7018|1|0 
3216|35032|0|2 
62822|54004|1|0 
14061|57634|0|0 
20811|13097|0|0 
19|3356|1|0 
12552|44444|0|0 
13826|19915|1|2 
20485|38516|0|0 
11720|26554|0|0 
51156|48858|0|1 
21433|9186|2|2 
30103|63956|0|0 
15158|6327|0|0 
48646|15169|0|0 
20857|20764|0|0 
37558|20932|0|0 
8298|59842|0|0 
35432|48646|0|0 
3320|51567|2|2 
1741|2603|2|2 
48417|49544|0|2 
60350|58511|0|0 
27446|23118|1|0 
56293|45204|0|0 
25291|64475|0|0 
15348|32133|0|0 
47631|20764|0|1 
4657|9658|0|2 
47626|60171|0|0 
48943|35369|0|0 
6894|41678|0|0 
29467|34993|0|1 
24961|39351|0|0 
32653|62597|0|0 
51185|58879|0|0 
20811|29404|0|2 
13896|49697|0|1 
286|26744|0|2 
15895|36351|0|0 
28917|25220|0|0 
38794|24190|2|0 
34019|37002|0|0 
10214|49544|0|2 
61568|28604|0|0 
60989|51185|0|0 
22772|58511|0|0 
701|30665|0|0 
8399|50673|0|1 
28186|30081|0|0 
17983|4826|0|0 
7015|55175|2|0 
34599|41047|0|1 
553|20677|0|0 
12302|41270|0|0 
16066|48644|0|0 
15830|4775|0|1 
4455|59717|0|1 
37239|6939|0|0 
1241|16347|0|0 
4455|4826|0|0 
4637|12859|2|1 
41722|50775|0|0 
60255|48070|0|2 
15830|15654|0|0 
14537|39351|0|0 
21320|9199|0|1 
51185|35434|0|1 
1100|1828|0|0 
15160|577|1|1 
27447|54004|1|0 
32156|549|0|0 
43576|50864|1|2 
210|6939|2|0 
48565|20804|1|0 
50226|60501|0|2 
48092|12389|0|0 
50272|23106|0|0 
25946|24482|2|1 
60501|51050|0|0 
29467|57043|0|2 
10010|59103|2|2 
34119|3356|1|0 
60610|3214|0|0 
46887|23484|1|1 
9268|10084|0|0 
37239|37628|0|1 
6939|20723|0|0 
41047|30860|0|0 
53766|34019|0|0 
31500|51184|0|1 
32242|2603|0|0 
38082|55720|2|0 
28792|37721|0|0 
20001|32594|2|1 
6939|8708|1|0 
34019|17639|0|1 
51635|1031|0|0 
21949|33326|0|0 
680|1828|0|0 
3252|35710|0|0 
6939|30923|0|0 
49311|20485|1|0 
49425|62167|0|0 
41695|37721|0|0 
34984|57152|0|0 
37468|45701|0|0 
13237|6681|0|0 
58807|9002|1|0 
1764|37468|0|0 
10111|1828|0|0 
10325|3356|1|2 
8632|48858|0|1 
57973|28709|0|0 
14907|15703|0|1 
34975|21453|0|0 
15510|174|1|0 
52324|7005|0|0 
42611|36351|0|0 
58057|57344|0|2 
39122|39356|0|0 
38195|45295|0|0 
32787|53639|0|2 
25980|174|1|0 
3786|23564|2|0 
62667|19752|0|2 
9009|59414|0|2 
43641|35280|0|0 
30781|5605|1|1 
43084|8400|0|1 
15695|2027|2|0 
1828|53154|0|1 
209|63111|2|0 
39351|51635|0|2 
4469|812|1|2 
62350|6939|0|0 
56106|8888|0|1 
35508|25478|0|0 
2914|25885|2|1 
51159|5713|0|0 
61955|42541|0|0 
8966|21859|0|0 
13101|60501|0|0 
1828|27370|0|0 
7018|17225|2|0 
15960|38880|0|0 
37119|52320|0|0 
57344|6453|1|1 
59890|31529|0|2 
9680|7575|0|0 
13287|1239|1|2 
54825|46401|0|0 
5511|13285|2|1 
50821|25091|0|0 
61468|52343|1|1 
48858|11179|0|0 
31898|16552|0|0 
57629|25091|0|0 
12876|12859|0|0 
3491|9294|2|0 
15661|8220|0|0 
61349|37497|0|0 
29286|13237|0|0 
12680|28917|0|0 
8648|45352|0|1 
35437|6233|0|1 
61941|7195|0|0 
10310|35426|1|0 
3300|16735|2|0 
32778|33651|0|0 
9269|286|1|2 
3292|10297|0|0 
41960|3333|0|0 
24183|16552|0|0 
34758|34288|0|0 
29208|45352|0|1 
32787|46447|2|0 
8220|12058|0|0 
15435|20773|0|0 
9002|50707|2|0 
24257|6939|1|0 
2027|37054|0|0 
49216|8220|0|0 
12440|37100|0|0 
33182|34288|0|0 
55542|9268|0|0 
22784|852|1|0 
6774|19689|0|0 
58511|57634|0|2 
22115|3356|1|0 
3249|35598|0|0 
1828|2381|0|0 
13101|39591|1|0 
51086|8359|0|1 
50986|6939|0|0 
47447|1828|0|2 
8966|1267|0|0 
41695|5713|0|0 
1140|15576|0|1 
35280|4181|0|0 
48646|36994|0|0 
12859|47869|0|0 
51088|56911|0|2 
14061|34442|0|0 
6453|37342|2|0 
47957|62227|0|0 
8100|174|1|0 
18643|33132|0|1 
5500|8896|0|0 
6866|35600|0|0 
12779|49709|0|0 
34224|20640|0|1 
38195|59371|0|1 
2830|6984|2|0 
47147|6720|0|0 
36236|27267|1|0 
24961|38148|0|0 
31800|62167|0|0 
44712|40994|0|0 
63251|53292|0|0 
23930|24482|0|0 
9211|1836|0|0 
31298|58299|0|0 
1547|28792|0|2 
12389|61014|2|0 
18106|28890|0|2 
20559|1031|0|0 
1299|60876|2|0 
18733|7018|1|0 
52747|4230|1|2 
25509|4455|0|0 
48362|17117|0|0 
37497|35297|0|0 
5603|6233|0|2 
60501|61423|0|0 
28917|13094|0|0 
55518|4817|1|2 
51823|13237|0|0 
10103|6453|1|2 
12519|35266|0|0 
1103|34442|0|0 
47794|18106|0|0 
51185|47734|0|0 
16552|23197|0|1 
35320|60501|0|0 
6453|2828|1|1 
26406|40387|0|2 
8681|12859|0|2 
53933|1403|0|0 
6939|35526|0|2 
41722|47258|0|0 
24479|49544|0|0 
2018|35266|0|0 
35350|701|0|1 
14934|14041|1|0 
48821|8399|0|0 
22652|20253|0|2 
36236|14058|1|2 
2484|64475|0|0 
51873|16276|0|0 
29140|8302|0|0 
34549|51044|0|2 
24482|22356|0|0 
20004|46887|0|0 
24204|57695|0|2 
53139|52873|0|0 
60501|38949|0|1 
62713|17639|0|0 
24482|20253|0|0 
7018|10322|2|0 
21030|61400|0|0 
2856|21296|1|0 
42708|20504|0|0 
58057|43205|0|0 
12389|60730|2|1 
24880|31034|0|0 
17639|51184|0|0 
53828|14602|0|0 
34772|20932|0|1 
30844|9318|1|0 
10846|7018|1|0 
42346|8758|0|1 
47787|59395|0|0 
21360|13237|0|0 
49823|3257|1|2 
45899|58308|0|0 
47377|8220|0|0 
9085|41047|0|0 
14237|53767|0|0 
14840|28293|1|0 
16030|3356|1|2 
54381|812|1|1 
59908|20932|0|0 
8262|47787|0|1 
60294|8758|0|0 
4608|24200|0|0 
12779|39063|0|0 
12480|39122|0|1 
20847|8218|0|1 
8426|15557|0|1 
48452|49544|0|0 
20912|13150|0|1 
47845|50509|0|2 
41157|25160|0|1 
25394|49544|0|0 
46562|9268|0|0 
48702|34177|0|0 
60610|16552|0|0 
51185|56540|0|0 
35280|35709|0|1 
29452|50629|0|0 
41805|27281|0|0 
41327|61071|0|0 
40217|16735|0|0 
9381|2603|0|0 
61591|61613|0|0 
61234|286|1|0 
4455|29452|0|0 
39642|47957|0|0 
49505|31742|0|0 
6939|47138|0|0 
11404|26047|2|0 
34549|31898|0|0 
58682|6939|0|0 
60486|50300|0|0 
48070|2635|0|0 
9318|2119|2|2 
59414|48885|0|2 
49544|34288|0|2 
47147|28760|0|1 
61568|61805|0|2 
57777|40627|0|0 
7018|10846|2|1 
61817|4230|1|0 
16874|3549|1|0 
8100|34224|0|0 
29056|42541|0|1 
43418|59461|0|0 
4455|29314|0|2 
680|20686|0|0 
20792|8298|0|0 
36652|209|1|0 
7430|7018|1|0 
42446|50877|0|0 
12389|59533|2|2 
34224|29246|0|0 
24088|35280|0|1 
8952|2914|1|0 
43973|24482|0|0 
6461|39120|0|2 
25192|20811|0|0 
30925|31133|0|2 
41552|36351|0|0 
59796|39216|0|0 
28299|53070|0|0 
23838|38477|0|0 
35710|12041|0|0 
28669|24482|0|1 
25885|2906|0|2 
31463|35241|0|0 
60098|20485|1|0 
12374|553|0|0 
7018|11992|2|0 
25190|8764|0|0 
38880|62217|0|0 
15830|48426|0|0 
41805|56088|0|1 
61044|24961|0|0 
55224|6461|1|0 
42541|35706|0|0 
42605|8426|0|0 
21983|286|0|1 
17451|7713|0|2 
4455|49605|0|1 
17483|9498|1|0 
41811|34577|0|0 
29210|8866|0|0 
1836|47872|0|0 
46455|30072|0|0 
44473|174|1|0 
37349|37133|0|0 
3216|57843|2|1 
3333|44788|0|2 
53123|60503|0|0 
3399|57976|0|1 
209|55251|2|1 
48885|24482|0|0 
23106|52468|0|0 
12876|12779|0|1 
47605|42473|0|0 
49037|14907|0|0 
3356|11071|2|2 
174|29003|2|0 
59890|49206|0|0 
49605|50627|0|0 
35671|9085|0|2 
58057|43323|0|0 
12969|63949|0|1 
25512|8218|0|0 
26485|25180|1|0 
20811|55256|0|2 
34927|25358|2|2 
25291|58717|0|0 
57406|44608|0|0 
41820|57406|0|2 
26615|28178|1|0 
13237|39572|0|0 
50829|49420|0|0 
13335|54655|2|1 
51058|6939|0|0 
11961|35280|0|2 
59497|3255|0|0 
53828|6300|0|2 
41552|8220|0|0 
293|8560|0|0 
12779|8540|0|0 
680|16276|0|0 
8359|1828|0|0 
21949|53828|0|2 
4755|18223|0|0 
9902|63956|0|0 
22822|29504|0|1 
13896|20932|0|0 
45377|4766|1|2 
3457|13237|0|0 
3356|11096|2|0 
31287|3257|1|0 
6939|12578|0|0 
60280|35360|0|1 
7162|23106|1|0 
51184|42306|0|0 
58717|39122|0|0 
51185|36944|0|0 
53243|52925|0|0 
1031|8462|0|0 
3216|48347|0|1 
18451|31914|0|2 
31133|57531|2|1 
48635|34019|0|2 
3255|39128|1|0 
43009|3214|0|0 
6505|23106|0|1 
16082|15830|0|0 
30613|8220|0|1 
37613|174|1|0 
39063|553|0|1 
19428|32550|0|2 
17378|24482|0|0 
12637|6057|0|0 
12741|29305|1|1 
1239|18268|0|1 
49893|34549|0|1 
42567|8888|0|0 
15830|21413|0|0 
8859|34019|0|0 
10060|9318|0|1 
50254|34549|0|0 
63956|17635|0|0 
60501|51464|0|0 
58057|61044|0|0 
34927|51185|0|0 
37013|37133|0|0 
49605|33438|0|0 
57817|39636|0|0 
59864|8400|0|2 
58453|4538|0|1 
61224|8708|1|0 
44974|29140|0|0 
31133|29518|0|2 
56655|6939|0|2 
6830|59776|2|1 
3238|31133|0|2 
15334|19893|1|0 
23106|57724|0|0 
3280|8708|0|0 
15133|50673|0|0 
3170|39737|0|0 
21192|34309|0|0 
864|852|0|2 
3257|25973|2|2 
13760|53356|0|1 
6939|34971|0|1 
36994|13237|0|0 
51842|12389|1|1 
51786|5398|0|0 
35753|37497|0|0 
50673|46055|0|0 
7018|32319|2|0 
60595|20562|0|0 
42473|35432|0|1 
25091|35526|0|0 
34549|25478|0|0 
20473|7713|0|0 
36351|8399|0|0 
12152|701|1|0 
8530|6233|0|0 
25198|34224|0|0 
16509|38195|0|0 
60051|29140|0|0 
36351|32751|0|0 
4657|48374|0|0 
4608|9002|0|0 
41811|51185|0|1 
25291|9063|0|0 
43623|24482|0|0 
3356|19978|2|0 
12912|43498|2|0 
1828|47195|0|0 
57406|8551|0|0 
34927|6735|0|0 
57119|39351|0|0 
21432|21219|0|0 
174|12941|2|2 
10083|63927|0|0 
29691|36236|0|0 
2060|1945|0|1 
44835|15830|0|0 
31122|1267|0|0 
5769|19151|0|0 
43727|51088|0|2 
4229|51185|0|1 
37721|3999|1|0 
58511|33986|0|0 
31708|58102|0|2 
43566|34288|0|0 
19711|1764|0|0 
15830|53264|0|0 
9002|23824|0|0 
20485|33891|0|0 
45747|45820|0|0 
42909|7713|0|0 
6758|37649|1|1 
39122|41887|0|2 
3255|50487|0|0 
30781|12322|2|0 
3170|19551|0|0 
49425|35280|0|2 
42473|52742|0|2 
3320|47447|2|0 
28080|22927|1|0 
37009|52320|0|0 
2914|33045|2|2 
39120|48072|0|2 
39122|50169|0|1 
37678|36963|0|2 
51185|35361|0|0 
51553|6894|0|0 
3708|7018|1|0 
49544|58914|0|0 
7575|50999|0|0 
41985|34549|0|0 
3741|8932|0|0 
293|34288|0|0 
58866|4847|0|0 
62719|3356|1|0 
174|44756|2|0 
49673|12418|1|0 
35283|16347|0|0 
1267|12552|0|2 
43281|8400|0|0 
63051|25091|0|0 
1280|26803|1|0 
27898|16814|0|0 
4314|13693|0|0 
1828|48362|0|0 
553|31510|2|0 
32590|48070|0|1 
63956|18390|0|1 
59890|20886|0|0 
51167|29075|0|1 
27674|11014|0|2 
9902|4775|0|1 
57406|55256|0|2 
11582|174|1|0 
17130|16552|0|1 
43037|4455|0|0 
22773|36162|2|1 
60171|3741|0|0 
8764|56413|2|0 
51050|31133|1|0 
15412|25460|0|0 
28598|52777|0|0 
11427|23302|2|2 
45204|4850|1|2 
58057|8680|0|0 
21694|27009|0|2 
553|60051|0|0 
786|57907|0|1 
1299|13132|2|1 
24192|42909|2|2 
28748|34927|0|0 
12923|20932|0|2 
12779|1101|0|2 
6233|34927|0|0 
24776|41157|0|0 
57752|41327|0|0 
60230|31025|0|0 
8717|31527|0|0 
21508|54219|2|0 
54172|13335|1|0 
13536|46470|2|1 
24482|24211|0|0 
3661|24482|0|0 
1828|6614|0|0 
8455|47481|0|0 
7018|33595|2|2 
6939|12479|0|0 
34615|15623|0|0 
15576|2854|0|0 
12874|3573|0|0 
15435|49685|0|0 
17639|59675|0|0 
53123|35280|0|2 
16024|49544|0|0 
13059|41151|0|0 
13760|9009|0|0 
8849|62005|0|0 
34549|20886|0|0 
41327|7552|0|1 
24313|24516|0|0 
41717|19653|0|2 
29140|29467|0|0 
56329|34549|0|0 
8823|45352|0|2 
12301|47979|0|0 
34779|51184|0|1 
57332|34927|0|0 
41805|42385|0|0 
49544|51402|0|0 
57112|559|0|0 
812|22297|2|0 
2121|3333|0|0 
39386|293|0|0 
37271|37618|0|1 
6866|8492|0|0 
55799|6939|0|1 
22062|3356|1|0 
6404|24482|0|2 
559|39835|0|0 
22363|6894|0|0 
61363|24482|0|0 
39090|559|0|1 
32934|13004|2|1 
47787|58807|0|0 
14297|9266|1|0 
51185|62163|0|1 
28215|28186|0|0 
42689|52320|0|0 
3549|61712|2|0 
8607|8544|0|0 
38891|2914|1|1 
8359|23930|0|2 
50673|52774|0|2 
51492|51184|0|1 
46244|56655|0|0 
41624|12615|1|2 
41000|34927|0|2 
41666|12902|0|1 
38029|3216|0|0 
8298|44407|0|0 
9318|18373|2|2 
38880|14907|0|0 
57724|12552|0|0 
12329|8298|0|1 
6939|44784|0|0 
34872|61955|0|0 
719|41242|0|2 
16265|9902|0|2 
2874|15830|0|0 
9848|10193|1|0 
8752|12969|0|2 
58511|35266|0|1 
57353|559|0|2 
36351|14860|0|0 
17726|38880|0|0 
48155|34569|0|1 
35280|20853|0|2 
5398|58138|0|0 
33667|51113|0|0 
62167|45352|0|2 
32653|55256|0|0 
51159|1103|0|2 
